Ogs,name_strain,name_gene,direction,start,end
29867617,Yersinia pseudotuberculosis PB1/+,YPTS_2146,reverse,2372217,2373212
29867617,Yersinia pseudotuberculosis YPIII,YPK_2096,forward,2325008,2326003
29867618,Yersinia pestis A1122,A1122_15375,forward,3335397,3336272
29867618,Yersinia pestis Angola,YpAngola_A2352,forward,2465487,2466362
29867618,Yersinia pestis Antiqua,YPA_1513,reverse,1697922,1698797
29867618,Yersinia pestis CO92,YPO2156,reverse,2425960,2426835
29867618,Yersinia pestis D106004,YPD4_1895,reverse,2422861,2423661
29867618,Yersinia pestis D182038,YPD8_1653,forward,2114276,2115151
29867618,Yersinia pestis KIM,y2166,forward,2393357,2394232
29867618,Yersinia pestis Nepal516,YPN_1622,reverse,1834574,1835449
29867618,Yersinia pestis Pestoides F,YPDSF_0978,forward,1109291,1110166
29867618,Yersinia pestis Z176003,YPZ3_1688,forward,2186669,2187544
29867618,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2158,forward,2115068,2115943
29867618,Yersinia pestis biovar Microtus str. 91001,YP_1956,reverse,2175086,2175961
29867618,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1989,forward,2289346,2290221
29867618,Yersinia pseudotuberculosis IP 32953,YPTB2082,reverse,2453246,2454121
29867618,Yersinia pseudotuberculosis PB1/+,YPTS_2145,reverse,2371018,2371893
29867618,Yersinia pseudotuberculosis YPIII,YPK_2097,forward,2326327,2327202
29867619,Yersinia pestis A1122,A1122_15380,reverse,3336345,3337115
29867619,Yersinia pestis Angola,YpAngola_A2353,reverse,2466435,2467256
29867619,Yersinia pestis Antiqua,YPA_1512,forward,1697079,1697849
29867619,Yersinia pestis CO92,YPO2155,forward,2425117,2425887
29867619,Yersinia pestis D106004,YPD4_1894,forward,2422018,2422788
29867619,Yersinia pestis D182038,YPD8_1654,reverse,2115224,2115994
29867619,Yersinia pestis KIM,y2167,reverse,2394305,2395075
29867619,Yersinia pestis Nepal516,YPN_1621,forward,1833731,1834501
29867619,Yersinia pestis Pestoides F,YPDSF_0979,reverse,1110239,1111009
29867619,Yersinia pestis Z176003,YPZ3_1689,reverse,2187617,2188387
29867619,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2159,reverse,2116016,2116786
29867619,Yersinia pestis biovar Microtus str. 91001,YP_1955,forward,2174243,2175013
29867619,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1990,reverse,2290294,2291064
29867619,Yersinia pseudotuberculosis IP 32953,YPTB2081,forward,2452403,2453173
29867619,Yersinia pseudotuberculosis PB1/+,YPTS_2144,forward,2370175,2370945
29867619,Yersinia pseudotuberculosis YPIII,YPK_2098,reverse,2327275,2328045
29867620,Yersinia pestis A1122,A1122_15385,forward,3337538,3339472
29867620,Yersinia pestis Angola,YpAngola_A2354,forward,2467628,2469562
29867620,Yersinia pestis Antiqua,YPA_1511,reverse,1694722,1696656
29867620,Yersinia pestis CO92,YPO2153,reverse,2422760,2424694
29867620,Yersinia pestis D106004,YPD4_1893,reverse,2419661,2421595
29867620,Yersinia pestis D182038,YPD8_1655,forward,2116417,2118351
29867620,Yersinia pestis KIM,y2168,forward,2395498,2397432
29867620,Yersinia pestis Nepal516,YPN_1620,reverse,1831374,1833308
29867620,Yersinia pestis Pestoides F,YPDSF_0980,forward,1111432,1113366
29867620,Yersinia pestis Z176003,YPZ3_1690,forward,2188810,2190744
29867620,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2160,forward,2117209,2119143
29867620,Yersinia pestis biovar Microtus str. 91001,YP_1954,reverse,2171886,2173820
29867620,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1991,forward,2291487,2293421
29867620,Yersinia pseudotuberculosis IP 32953,YPTB2080,reverse,2450046,2451980
29867620,Yersinia pseudotuberculosis PB1/+,YPTS_2143,reverse,2367818,2369752
29867620,Yersinia pseudotuberculosis YPIII,YPK_2100,forward,2328468,2330402
29867622,Yersinia pestis A1122,A1122_15395,forward,3341004,3342122
29867622,Yersinia pestis Angola,YpAngola_A2356,forward,2471094,2472212
29867622,Yersinia pestis Antiqua,YPA_1509,reverse,1692072,1693190
29867622,Yersinia pestis CO92,YPO2151,reverse,2420110,2421231
29867622,Yersinia pestis D106004,YPD4_1891,reverse,2417011,2418129
29867622,Yersinia pestis D182038,YPD8_1657,forward,2119883,2121001
29867622,Yersinia pestis KIM,y2170,forward,2398961,2400082
29867622,Yersinia pestis Nepal516,YPN_1618,reverse,1828724,1829842
29867622,Yersinia pestis Pestoides F,YPDSF_0982,forward,1114898,1116016
29867622,Yersinia pestis Z176003,YPZ3_1692,forward,2192276,2193394
29867622,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2162,forward,2120675,2121793
29867622,Yersinia pestis biovar Microtus str. 91001,YP_1952,reverse,2169236,2170357
29867622,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1993,forward,2294953,2296071
29867622,Yersinia pseudotuberculosis IP 32953,YPTB2078,reverse,2447396,2448514
29867622,Yersinia pseudotuberculosis PB1/+,YPTS_2140,reverse,2365168,2366286
29867622,Yersinia pseudotuberculosis YPIII,YPK_2103,forward,2331934,2333052
29867624,Yersinia pestis A1122,A1122_15400,reverse,3342157,3343062
29867624,Yersinia pestis Angola,YpAngola_A2357,reverse,2472247,2473152
29867624,Yersinia pestis Antiqua,YPA_1508,forward,1691132,1692037
29867624,Yersinia pestis CO92,YPO2150,forward,2419170,2420075
29867624,Yersinia pestis D106004,YPD4_1890,forward,2416071,2416976
29867624,Yersinia pestis D182038,YPD8_1658,reverse,2121036,2121941
29867624,Yersinia pestis KIM,y2171,reverse,2400117,2401049
29867624,Yersinia pestis Nepal516,YPN_1617,forward,1827784,1828689
29867624,Yersinia pestis Pestoides F,YPDSF_0983,reverse,1116051,1116956
29867624,Yersinia pestis Z176003,YPZ3_1693,reverse,2193429,2194334
29867624,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2163,reverse,2121828,2122733
29867624,Yersinia pestis biovar Microtus str. 91001,YP_1951,forward,2168269,2169201
29867624,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1994,reverse,2296106,2297011
29867624,Yersinia pseudotuberculosis IP 32953,YPTB2077,forward,2446456,2447361
29867624,Yersinia pseudotuberculosis PB1/+,YPTS_2139,forward,2364228,2365133
29867624,Yersinia pseudotuberculosis YPIII,YPK_2104,reverse,2333087,2333992
29867625,Yersinia pestis A1122,A1122_15405,forward,3343260,3344129
29867625,Yersinia pestis Angola,YpAngola_A2358,forward,2473350,2474219
29867625,Yersinia pestis Antiqua,YPA_1507,reverse,1690065,1690934
29867625,Yersinia pestis CO92,YPO2149,reverse,2418103,2418972
29867625,Yersinia pestis D106004,YPD4_1889,reverse,2415004,2415873
29867625,Yersinia pestis D182038,YPD8_1659,forward,2122139,2123008
29867625,Yersinia pestis KIM,y2172,forward,2401292,2402089
29867625,Yersinia pestis Nepal516,YPN_1616,reverse,1826717,1827586
29867625,Yersinia pestis Pestoides F,YPDSF_0984,forward,1117154,1118023
29867625,Yersinia pestis Z176003,YPZ3_1694,forward,2194532,2195401
29867625,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2164,forward,2122931,2123800
29867625,Yersinia pestis biovar Microtus str. 91001,YP_1950,reverse,2167229,2168098
29867625,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1995,forward,2297209,2298078
29867625,Yersinia pseudotuberculosis IP 32953,YPTB2076,reverse,2445389,2446258
29867625,Yersinia pseudotuberculosis PB1/+,YPTS_2138,reverse,2363161,2364030
29867625,Yersinia pseudotuberculosis YPIII,YPK_2105,forward,2334190,2335059
29867629,Yersinia pestis A1122,A1122_15415,reverse,3345612,3346916
29867629,Yersinia pestis Angola,YpAngola_A2361,reverse,2475702,2477006
29867629,Yersinia pestis Antiqua,YPA_1505,forward,1687278,1688582
29867629,Yersinia pestis CO92,YPO2147,forward,2415316,2416620
29867629,Yersinia pestis D106004,YPD4_1887,forward,2412217,2413521
29867629,Yersinia pestis D182038,YPD8_1661,reverse,2124491,2125771
29867629,Yersinia pestis KIM,y2174,reverse,2403572,2404876
29867629,Yersinia pestis Nepal516,YPN_1614,forward,1823930,1825234
29867629,Yersinia pestis Pestoides F,YPDSF_0986,reverse,1119506,1120810
29867629,Yersinia pestis Z176003,YPZ3_1696,reverse,2196884,2198188
29867629,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2167,reverse,2125283,2126587
29867629,Yersinia pestis biovar Microtus str. 91001,YP_1948,forward,2164442,2165746
29867629,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1997,reverse,2299565,2300869
29867629,Yersinia pseudotuberculosis IP 32953,YPTB2074,forward,2442598,2443902
29867629,Yersinia pseudotuberculosis PB1/+,YPTS_2136,forward,2360370,2361674
29867629,Yersinia pseudotuberculosis YPIII,YPK_2107,reverse,2336546,2337850
29867630,Yersinia pestis A1122,A1122_15420,forward,3347381,3348916
29867630,Yersinia pestis Angola,YpAngola_A2362,forward,2477471,2479006
29867630,Yersinia pestis Antiqua,YPA_1504,reverse,1685278,1686813
29867630,Yersinia pestis CO92,YPO2145,reverse,2413316,2414851
29867630,Yersinia pestis D106004,YPD4_1886,reverse,2410217,2411752
29867630,Yersinia pestis D182038,YPD8_1662,forward,2126261,2127796
29867630,Yersinia pestis KIM,y2175,forward,2405342,2406877
29867630,Yersinia pestis Nepal516,YPN_1613,reverse,1821929,1823464
29867630,Yersinia pestis Pestoides F,YPDSF_0987,forward,1121276,1122811
29867630,Yersinia pestis Z176003,YPZ3_1697,forward,2198653,2200188
29867630,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2168,forward,2127053,2128588
29867630,Yersinia pestis biovar Microtus str. 91001,YP_1947,reverse,2162442,2163977
29867630,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1998,forward,2301335,2302870
29867630,Yersinia pseudotuberculosis IP 32953,YPTB2073,reverse,2440599,2442134
29867630,Yersinia pseudotuberculosis PB1/+,YPTS_2135,reverse,2358371,2359906
29867630,Yersinia pseudotuberculosis YPIII,YPK_2108,forward,2338316,2339851
29867631,Yersinia pestis A1122,A1122_15425,reverse,3349134,3349853
29867631,Yersinia pestis Angola,YpAngola_A2363,reverse,2479224,2479943
29867631,Yersinia pestis Antiqua,YPA_1503,forward,1684341,1685060
29867631,Yersinia pestis CO92,YPO2144,forward,2412379,2413098
29867631,Yersinia pestis D106004,YPD4_1885,forward,2409280,2409999
29867631,Yersinia pestis D182038,YPD8_1663,reverse,2128014,2128733
29867631,Yersinia pestis KIM,y2177,reverse,2407095,2407814
29867631,Yersinia pestis Nepal516,YPN_1612,forward,1820992,1821711
29867631,Yersinia pestis Pestoides F,YPDSF_0988,reverse,1123029,1123748
29867631,Yersinia pestis Z176003,YPZ3_1698,reverse,2200406,2201125
29867631,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2169,reverse,2128806,2129525
29867631,Yersinia pestis biovar Microtus str. 91001,YP_1946,forward,2161505,2162224
29867631,Yersinia pseudotuberculosis IP 31758,YpsIP31758_1999,reverse,2303088,2303807
29867631,Yersinia pseudotuberculosis IP 32953,YPTB2072,forward,2439662,2440381
29867631,Yersinia pseudotuberculosis PB1/+,YPTS_2134,forward,2357434,2358153
29867631,Yersinia pseudotuberculosis YPIII,YPK_2109,reverse,2340069,2340788
29867633,Yersinia pestis A1122,A1122_15435,forward,3351907,3352437
29867633,Yersinia pestis Angola,YpAngola_A2365,forward,2481976,2482521
29867633,Yersinia pestis Antiqua,YPA_1501,reverse,1681757,1682302
29867633,Yersinia pestis CO92,YPO2141,reverse,2409795,2410325
29867633,Yersinia pestis D106004,YPD4_1883,reverse,2406696,2407241
29867633,Yersinia pestis D182038,YPD8_1665,forward,2130772,2131317
29867633,Yersinia pestis KIM,y2179,forward,2409868,2410398
29867633,Yersinia pestis Nepal516,YPN_1610,reverse,1818408,1818953
29867633,Yersinia pestis Pestoides F,YPDSF_0990,forward,1125787,1126332
29867633,Yersinia pestis Z176003,YPZ3_1700,forward,2203164,2203709
29867633,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2171,forward,2131579,2132109
29867633,Yersinia pestis biovar Microtus str. 91001,YP_1944,reverse,2158921,2159451
29867633,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2001,forward,2305846,2306391
29867633,Yersinia pseudotuberculosis IP 32953,YPTB2070,reverse,2437078,2437608
29867633,Yersinia pseudotuberculosis PB1/+,YPTS_2132,reverse,2354850,2355380
29867633,Yersinia pseudotuberculosis YPIII,YPK_2111,forward,2342842,2343483
29867634,Yersinia pestis A1122,A1122_15440,reverse,3352854,3353210
29867634,Yersinia pestis Angola,YpAngola_A2366,reverse,2482938,2483294
29867634,Yersinia pestis Antiqua,YPA_1500,forward,1680984,1681340
29867634,Yersinia pestis CO92,YPO2140,forward,2409022,2409378
29867634,Yersinia pestis D106004,YPD4_1882,forward,2405923,2406279
29867634,Yersinia pestis D182038,YPD8_1666,reverse,2131734,2132090
29867634,Yersinia pestis KIM,y2180,reverse,2410815,2411171
29867634,Yersinia pestis Nepal516,YPN_1609,forward,1817635,1817991
29867634,Yersinia pestis Pestoides F,YPDSF_0991,reverse,1126749,1127105
29867634,Yersinia pestis Z176003,YPZ3_1701,reverse,2204126,2204482
29867634,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2172,reverse,2132526,2132882
29867634,Yersinia pestis biovar Microtus str. 91001,YP_1943,forward,2158148,2158504
29867634,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2002,reverse,2306808,2307164
29867634,Yersinia pseudotuberculosis IP 32953,YPTB2069,forward,2436305,2436661
29867634,Yersinia pseudotuberculosis PB1/+,YPTS_2130,forward,2354077,2354433
29867634,Yersinia pseudotuberculosis YPIII,YPK_2113,reverse,2343789,2344145
29867635,Yersinia pestis A1122,A1122_15725,reverse,3399243,3399689
29867635,Yersinia pestis Angola,YpAngola_A2394,reverse,2511201,2511647
29867635,Yersinia pestis Antiqua,YPA_1465,forward,1647567,1648013
29867635,Yersinia pestis CO92,YPO2083,forward,2362543,2362989
29867635,Yersinia pestis D106004,YPD4_1840,forward,2359445,2359891
29867635,Yersinia pestis D182038,YPD8_1710,reverse,2178122,2178568
29867635,Yersinia pestis KIM,y2228,reverse,2456494,2456940
29867635,Yersinia pestis Nepal516,YPN_1559,forward,1771155,1771601
29867635,Yersinia pestis Pestoides F,YPDSF_1039,reverse,1171226,1171672
29867635,Yersinia pestis Z176003,YPZ3_1744,reverse,2250515,2250961
29867635,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2228,reverse,2178202,2178648
29867635,Yersinia pestis biovar Microtus str. 91001,YP_1926,forward,2144423,2144869
29867635,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2006,reverse,2311473,2311919
29867635,Yersinia pseudotuberculosis IP 32953,YPTB2065,forward,2431534,2431980
29867635,Yersinia pseudotuberculosis PB1/+,YPTS_2126,forward,2349306,2349752
29867635,Yersinia pseudotuberculosis YPIII,YPK_2117,reverse,2348470,2348916
29867636,Yersinia pestis A1122,A1122_15730,reverse,3399792,3400448
29867636,Yersinia pestis Angola,YpAngola_A2395,reverse,2511750,2512406
29867636,Yersinia pestis Antiqua,YPA_1464,forward,1646808,1647464
29867636,Yersinia pestis CO92,YPO2082,forward,2361784,2362440
29867636,Yersinia pestis D106004,YPD4_1839,forward,2358686,2359342
29867636,Yersinia pestis D182038,YPD8_1711,reverse,2178671,2179327
29867636,Yersinia pestis KIM,y2229,reverse,2457043,2457735
29867636,Yersinia pestis Nepal516,YPN_1558,forward,1770396,1771052
29867636,Yersinia pestis Pestoides F,YPDSF_1040,reverse,1171775,1172431
29867636,Yersinia pestis Z176003,YPZ3_1745,reverse,2251064,2251720
29867636,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2229,reverse,2178751,2179407
29867636,Yersinia pestis biovar Microtus str. 91001,YP_1925,forward,2143778,2144320
29867636,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2007,reverse,2312022,2312678
29867636,Yersinia pseudotuberculosis IP 32953,YPTB2064,forward,2430775,2431431
29867636,Yersinia pseudotuberculosis PB1/+,YPTS_2125,forward,2348547,2349203
29867636,Yersinia pseudotuberculosis YPIII,YPK_2118,reverse,2349019,2349675
29867640,Yersinia pestis A1122,A1122_15750,forward,3402740,3403426
29867640,Yersinia pestis Angola,YpAngola_A2399,forward,2514696,2515382
29867640,Yersinia pestis Antiqua,YPA_1461,reverse,1643832,1644518
29867640,Yersinia pestis CO92,YPO2078,reverse,2358808,2359494
29867640,Yersinia pestis D106004,YPD4_1837,reverse,2355711,2356397
29867640,Yersinia pestis D182038,YPD8_1713,forward,2181617,2182303
29867640,Yersinia pestis KIM,y2232,forward,2459989,2460675
29867640,Yersinia pestis Nepal516,YPN_1555,reverse,1767420,1768106
29867640,Yersinia pestis Pestoides F,YPDSF_1043,forward,1174721,1175407
29867640,Yersinia pestis Z176003,YPZ3_1747,forward,2254010,2254696
29867640,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2234,forward,2181696,2182382
29867640,Yersinia pestis biovar Microtus str. 91001,YP_1921,reverse,2140692,2141378
29867640,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2010,forward,2314968,2315654
29867640,Yersinia pseudotuberculosis IP 32953,YPTB2061,reverse,2427799,2428485
29867640,Yersinia pseudotuberculosis PB1/+,YPTS_2122,reverse,2345571,2346257
29867640,Yersinia pseudotuberculosis YPIII,YPK_2121,forward,2351965,2352651
29867641,Yersinia pestis A1122,A1122_15755,forward,3403451,3404263
29867641,Yersinia pestis Angola,YpAngola_A2400,forward,2515407,2516219
29867641,Yersinia pestis Antiqua,YPA_1460,reverse,1642995,1643807
29867641,Yersinia pestis CO92,YPO2077,reverse,2357971,2358783
29867641,Yersinia pestis D106004,YPD4_1836,reverse,2354874,2355686
29867641,Yersinia pestis D182038,YPD8_1714,forward,2182328,2183140
29867641,Yersinia pestis KIM,y2233,forward,2460700,2461512
29867641,Yersinia pestis Nepal516,YPN_1554,reverse,1766583,1767395
29867641,Yersinia pestis Pestoides F,YPDSF_1044,forward,1175432,1176244
29867641,Yersinia pestis Z176003,YPZ3_1748,forward,2254721,2255533
29867641,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2235,forward,2182407,2183219
29867641,Yersinia pestis biovar Microtus str. 91001,YP_1920,reverse,2139855,2140667
29867641,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2011,forward,2315679,2316491
29867641,Yersinia pseudotuberculosis IP 32953,YPTB2060,reverse,2426962,2427774
29867641,Yersinia pseudotuberculosis PB1/+,YPTS_2121,reverse,2344734,2345546
29867641,Yersinia pseudotuberculosis YPIII,YPK_2122,forward,2352676,2353488
29867643,Yersinia pestis A1122,A1122_15765,reverse,3404773,3405894
29867643,Yersinia pestis Angola,YpAngola_A2402,reverse,2516729,2517850
29867643,Yersinia pestis Antiqua,YPA_1458,forward,1641325,1642485
29867643,Yersinia pestis CO92,YPO2075,forward,2356340,2357461
29867643,Yersinia pestis D106004,YPD4_1835,forward,2353243,2354364
29867643,Yersinia pestis D182038,YPD8_1715,reverse,2183650,2184771
29867643,Yersinia pestis KIM,y2235,reverse,2462022,2463182
29867643,Yersinia pestis Nepal516,YPN_1552,forward,1764913,1766073
29867643,Yersinia pestis Pestoides F,YPDSF_1046,reverse,1176754,1177914
29867643,Yersinia pestis Z176003,YPZ3_1749,reverse,2256043,2257164
29867643,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2237,reverse,2183729,2184850
29867643,Yersinia pestis biovar Microtus str. 91001,YP_1918,forward,2138185,2139345
29867643,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2013,reverse,2317001,2318122
29867643,Yersinia pseudotuberculosis IP 32953,YPTB2058,forward,2425331,2426452
29867643,Yersinia pseudotuberculosis PB1/+,YPTS_2119,forward,2343064,2344224
29867643,Yersinia pseudotuberculosis YPIII,YPK_2124,reverse,2353998,2355119
29867644,Yersinia pestis A1122,A1122_15770,reverse,3406054,3407742
29867644,Yersinia pestis Angola,YpAngola_A2403,reverse,2518010,2519743
29867644,Yersinia pestis Antiqua,YPA_1457,forward,1639483,1641204
29867644,Yersinia pestis CO92,YPO2074,forward,2354492,2356180
29867644,Yersinia pestis D106004,YPD4_1834,forward,2351344,2353083
29867644,Yersinia pestis D182038,YPD8_1716,reverse,2184931,2186670
29867644,Yersinia pestis KIM,y2236,reverse,2463303,2465042
29867644,Yersinia pestis Nepal516,YPN_1551,forward,1763071,1764792
29867644,Yersinia pestis Pestoides F,YPDSF_1047,reverse,1178035,1179756
29867644,Yersinia pestis Z176003,YPZ3_1750,reverse,2257324,2259012
29867644,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2238,reverse,2185010,2186698
29867644,Yersinia pestis biovar Microtus str. 91001,YP_1917,forward,2136325,2138064
29867644,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2014,reverse,2318282,2319970
29867644,Yersinia pseudotuberculosis IP 32953,YPTB2057,forward,2423483,2425171
29867644,Yersinia pseudotuberculosis PB1/+,YPTS_2118,forward,2341255,2342943
29867644,Yersinia pseudotuberculosis YPIII,YPK_2125,reverse,2355279,2356967
29867646,Yersinia pestis A1122,A1122_15790,reverse,3409126,3409824
29867646,Yersinia pestis Angola,YpAngola_A2405,reverse,2521083,2521781
29867646,Yersinia pestis Antiqua,YPA_1455,forward,1637433,1638131
29867646,Yersinia pestis CO92,YPO2072,forward,2352409,2353107
29867646,Yersinia pestis D106004,YPD4_1832,forward,2349312,2350010
29867646,Yersinia pestis D182038,YPD8_1718,reverse,2188004,2188702
29867646,Yersinia pestis KIM,y2238,reverse,2466377,2467129
29867646,Yersinia pestis Nepal516,YPN_1549,forward,1761021,1761719
29867646,Yersinia pestis Pestoides F,YPDSF_1050,reverse,1181103,1181801
29867646,Yersinia pestis Z176003,YPZ3_1752,reverse,2260397,2261095
29867646,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2241,reverse,2188083,2188781
29867646,Yersinia pestis biovar Microtus str. 91001,YP_1915,forward,2134239,2134991
29867646,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2016,reverse,2321355,2322053
29867646,Yersinia pseudotuberculosis IP 32953,YPTB2055,forward,2421389,2422087
29867646,Yersinia pseudotuberculosis PB1/+,YPTS_2116,forward,2339161,2339859
29867646,Yersinia pseudotuberculosis YPIII,YPK_2127,reverse,2358352,2359050
29867647,Yersinia pestis A1122,A1122_15795,reverse,3409896,3411800
29867647,Yersinia pestis Angola,YpAngola_A2406,reverse,2521853,2523757
29867647,Yersinia pestis Antiqua,YPA_1454,forward,1635457,1637361
29867647,Yersinia pestis CO92,YPO2071,forward,2350433,2352337
29867647,Yersinia pestis D106004,YPD4_1831,forward,2347336,2349240
29867647,Yersinia pestis D182038,YPD8_1719,reverse,2188774,2190678
29867647,Yersinia pestis KIM,y2239,reverse,2467147,2469051
29867647,Yersinia pestis Nepal516,YPN_1548,forward,1759045,1760949
29867647,Yersinia pestis Pestoides F,YPDSF_1051,reverse,1181873,1183777
29867647,Yersinia pestis Z176003,YPZ3_1753,reverse,2261167,2263071
29867647,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2243,reverse,2188853,2190757
29867647,Yersinia pestis biovar Microtus str. 91001,YP_1914,forward,2132827,2134221
29867647,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2017,reverse,2322125,2324029
29867647,Yersinia pseudotuberculosis IP 32953,YPTB2054,forward,2419413,2421317
29867647,Yersinia pseudotuberculosis PB1/+,YPTS_2115,forward,2337185,2339089
29867647,Yersinia pseudotuberculosis YPIII,YPK_2128,reverse,2359122,2361026
29867648,Yersinia pestis A1122,A1122_15800,forward,3411931,3412275
29867648,Yersinia pestis Angola,YpAngola_A2407,forward,2523888,2524232
29867648,Yersinia pestis Antiqua,YPA_1453,reverse,1634982,1635326
29867648,Yersinia pestis CO92,YPO2070,reverse,2349958,2350302
29867648,Yersinia pestis D106004,YPD4_1830,reverse,2346861,2347205
29867648,Yersinia pestis D182038,YPD8_1720,forward,2190809,2191153
29867648,Yersinia pestis KIM,y2240,forward,2469182,2469526
29867648,Yersinia pestis Nepal516,YPN_1547,reverse,1758570,1758914
29867648,Yersinia pestis Pestoides F,YPDSF_1052,forward,1183908,1184252
29867648,Yersinia pestis Z176003,YPZ3_1754,forward,2263202,2263546
29867648,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2244,forward,2190888,2191232
29867648,Yersinia pestis biovar Microtus str. 91001,YP_1913,reverse,2132352,2132696
29867648,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2018,forward,2324160,2324504
29867648,Yersinia pseudotuberculosis IP 32953,YPTB2053,reverse,2418938,2419282
29867648,Yersinia pseudotuberculosis PB1/+,YPTS_2114,reverse,2336710,2337054
29867648,Yersinia pseudotuberculosis YPIII,YPK_2129,forward,2361157,2361501
29867651,Yersinia pestis A1122,A1122_15815,reverse,3413881,3414522
29867651,Yersinia pestis Angola,YpAngola_A2411,reverse,2525838,2526479
29867651,Yersinia pestis Antiqua,YPA_1450,forward,1632735,1633376
29867651,Yersinia pestis CO92,YPO2067,forward,2347711,2348352
29867651,Yersinia pestis D106004,YPD4_1827,forward,2344614,2345255
29867651,Yersinia pestis D182038,YPD8_1723,reverse,2192759,2193400
29867651,Yersinia pestis KIM,y2243,reverse,2471132,2471773
29867651,Yersinia pestis Nepal516,YPN_1544,forward,1756323,1756964
29867651,Yersinia pestis Pestoides F,YPDSF_1055,reverse,1185858,1186499
29867651,Yersinia pestis Z176003,YPZ3_1757,reverse,2265152,2265793
29867651,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2247,reverse,2192838,2193479
29867651,Yersinia pestis biovar Microtus str. 91001,YP_1910,forward,2130105,2130746
29867651,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2021,reverse,2326083,2326724
29867651,Yersinia pseudotuberculosis IP 32953,YPTB2050,forward,2416657,2417298
29867651,Yersinia pseudotuberculosis PB1/+,YPTS_2111,forward,2334429,2335070
29867651,Yersinia pseudotuberculosis YPIII,YPK_2132,reverse,2363192,2363833
29867652,Yersinia pestis A1122,A1122_15825,reverse,3414764,3416239
29867652,Yersinia pestis Angola,YpAngola_A2412,reverse,2526721,2528205
29867652,Yersinia pestis Antiqua,YPA_1449,forward,1631009,1632493
29867652,Yersinia pestis CO92,YPO2066,forward,2345994,2347469
29867652,Yersinia pestis D106004,YPD4_1826,forward,2342888,2344372
29867652,Yersinia pestis D182038,YPD8_1724,reverse,2193642,2195126
29867652,Yersinia pestis KIM,y2244,reverse,2472015,2473490
29867652,Yersinia pestis Nepal516,YPN_1543,forward,1754597,1756081
29867652,Yersinia pestis Pestoides F,YPDSF_1056,reverse,1186741,1188225
29867652,Yersinia pestis Z176003,YPZ3_1758,reverse,2266035,2267519
29867652,Yersinia pestis biovar Medievalis str. Harbin 35,YPC_2248,reverse,2193721,2195196
29867652,Yersinia pestis biovar Microtus str. 91001,YP_1909,forward,2128388,2129863
29867652,Yersinia pseudotuberculosis IP 31758,YpsIP31758_2022,reverse,2326966,2328450
29867652,Yersinia pseudotuberculosis IP 32953,YPTB2049,forward,2414940,2416415
29867652,Yersinia pseudotuberculosis PB1/+,YPTS_2109,forward,2332703,2334187
29867652,Yersinia pseudotuberculosis YPIII,YPK_2134,reverse,2364075,2365559
29867653,Yersinia pestis A1122,A1122_15830,forward,3416601,3417470
29867653,Yersinia pestis Angola,YpAngola_A2413,forward,2528522,2529427
29867653,Yersinia pestis Antiqua,YPA_1448,reverse,1629787,1630656
29867653,Yersinia pestis CO92,YPO2065,reverse,2344763,2345632
29867653,Yersinia pestis D106004,YPD4_1825,reverse,2341666,2342571
