Seq_id	Size	Description
1	4553770	gi|384137007|ref|NC_017168.1|
2	4504254	gi|162418099|ref|NC_010159.1|
3	4702289	gi|108777911|gb|CP000308.1|
4	4532063	gi|384412706|ref|NC_017265.1|
5	4595065	gi|45439865|ref|NC_005810.1|
6	4653728	gi|30407161|emb|AL590842.1|
7	4640720	gi|384120592|ref|NC_017154.1|
8	4626944	gi|384124469|ref|NC_017160.1|
9	4600755	gi|22123922|ref|NC_004088.1|
10	4534590	gi|108773814|gb|CP000305.1|
11	4517345	gi|145597324|ref|NC_009381.1|
12	4553586	gi|294352569|gb|CP001593.1|
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
2	+	2436883	2442591	5709
3	-	1748723	1742961	5763
4	-	1791897	1786135	5763
5	-	2222629	2216867	5763
6	-	2476754	2470992	5763
7	-	2473662	2467899	5764
8	-	1697724	1691961	5764
9	-	2252996	2247234	5763
10	-	1885384	1879622	5763
11	+	1060115	1065871	5757
12	+	2136743	2142505	5763
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
1	+	1487723	1523108	35386
2	-	3892805	3857502	35304
3	+	255270	290760	35491
4	+	405084	440404	35321
5	+	3615499	3650801	35303
6	-	4274115	4238744	35372
7	-	4260904	4225539	35366
8	-	4247002	4211625	35378
9	+	471634	506971	35338
10	+	199602	234953	35352
11	-	3930068	3894753	35316
12	-	4320985	4285551	35435
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
1	-	4486135	4481196	4940
2	+	3342109	3346772	4664
3	+	588950	593889	4940
4	+	1073561	1078500	4940
5	-	3130174	3125235	4940
6	+	1172909	1177848	4940
7	+	1164214	1169153	4940
8	+	1553063	1558002	4940
9	-	3461140	3456945	4196
10	-	3331662	3326723	4940
11	-	1883646	1878707	4940
12	+	1222068	1227007	4940
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
1	+	4202032	4232561	30530
2	+	1462984	1493371	30388
3	+	1193011	1223502	30492
4	+	1179387	1209911	30525
5	-	1104848	1074218	30631
6	+	1280016	1310545	30530
7	+	1271308	1301832	30525
8	-	1480418	1449875	30544
9	-	3356769	3326262	30508
10	-	3225818	3195360	30459
11	-	2913551	2883065	30487
12	+	1329213	1359755	30543
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
1	-	4299842	4243386	56457
2	+	1362119	1418380	56262
3	-	1080523	1022091	58433
4	+	2890294	2946868	56575
5	+	984875	1041314	56440
6	-	1377799	1321343	56457
7	-	1391257	1334730	56528
8	+	1382554	1439051	56498
9	+	3269943	3326261	56319
10	+	3105931	3162431	56501
11	+	2814327	2872240	57914
12	-	1449158	1392660	56499
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
1	+	4003041	4016643	13603
2	-	3138204	3124514	13691
3	-	867935	854245	13691
4	+	2611997	2625687	13691
5	-	1484941	1471251	13691
6	-	1656030	1642340	13691
7	-	1667613	1653923	13691
8	-	1648108	1634418	13691
9	+	2991596	3005286	13691
10	+	2827660	2841350	13691
11	+	1708935	1722625	13691
12	-	1725546	1711856	13691
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
1	+	4441540	4478591	37052
2	+	3621175	3658130	36956
3	-	634240	596493	37748
4	-	1118833	1081232	37602
5	+	3085594	3122630	37037
6	-	1217504	1180452	37053
7	-	1208793	1171757	37037
8	-	1597645	1560607	37039
9	+	3417304	3454340	37037
10	+	3286371	3323991	37621
11	+	1839066	1876103	37038
12	-	1266663	1229611	37053
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
1	-	2515646	2498228	17419
2	+	3292748	3310138	17391
3	-	2552749	2535345	17405
4	+	1268047	1285452	17406
5	-	3001826	2984409	17418
6	-	3171160	3153756	17405
7	-	2856382	2838978	17405
8	+	3134994	3152412	17419
9	+	1548886	1566290	17405
10	+	1478807	1496212	17406
11	-	2471357	2453982	17376
12	+	3210047	3227450	17404
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
1	-	4200078	4189401	10678
2	-	1462983	1452043	10941
3	-	694798	684121	10678
4	-	1179386	1168715	10672
5	+	1104849	1115544	10696
6	-	1278062	1267385	10678
7	-	1269355	1258675	10681
8	+	1482372	1492934	10563
9	+	3356770	3367441	10672
10	+	3225819	3236490	10672
11	+	2913552	2924364	10813
12	-	1327259	1316582	10678
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
1	-	2699341	2645167	54175
2	-	412489	358478	54012
3	-	2368255	2312804	55452
4	+	1452675	1506137	53463
5	-	2703409	2649859	53551
6	+	3063049	3117257	54209
7	-	3260479	3206966	53514
8	-	3242492	3188911	53582
9	+	1731653	1785070	53418
10	-	2502482	2448907	53576
11	-	2289321	2235927	53395
12	-	3317403	3263950	53454
--------------------------------------------------------------------------------
Block #133
Seq_id	Strand	Start	End	Length
1	+	647238	694932	47695
2	+	854754	902701	47948
3	+	4333491	4381183	47693
4	+	4025365	4073086	47722
5	+	4266489	4314000	47512
6	-	458576	410882	47695
7	-	454221	406534	47688
8	-	456411	408734	47678
9	+	4161982	4209708	47727
10	-	377785	330090	47696
11	+	3640378	3688121	47744
12	-	512069	464382	47688
--------------------------------------------------------------------------------
Block #134
Seq_id	Strand	Start	End	Length
1	+	2707297	2712017	4721
2	+	2007942	2012662	4721
3	+	2376284	2381004	4721
4	-	1444851	1440132	4720
5	+	2712271	2716991	4721
6	-	3055111	3050391	4721
7	+	3268269	3272989	4721
8	+	3250194	3254914	4721
9	-	1723845	1719125	4721
10	+	2510308	2515028	4721
11	+	2296775	2301494	4720
12	+	3325233	3329953	4721
--------------------------------------------------------------------------------
Block #135
Seq_id	Strand	Start	End	Length
1	+	2793075	2806391	13317
2	+	331437	344753	13317
3	+	2739436	2752752	13317
4	+	3103660	3116976	13317
5	+	1150151	1163159	13009
6	-	2969361	2956045	13317
7	+	3040506	3053805	13300
8	-	2950923	2937606	13318
9	-	1365650	1352334	13317
10	-	1295575	1282258	13318
11	+	2959681	2972688	13008
12	-	3025944	3012628	13317
--------------------------------------------------------------------------------
Block #136
Seq_id	Strand	Start	End	Length
1	-	4511161	4497234	13928
2	-	3433023	3419101	13923
3	+	561969	575891	13923
4	+	1048540	1062462	13923
5	+	3191874	3205783	13910
6	+	1147883	1161810	13928
7	+	1139187	1153115	13929
8	+	1528040	1541967	13928
9	-	3488864	3474942	13923
10	-	3356683	3342761	13923
11	-	1910740	1896818	13923
12	+	1197042	1210969	13928
--------------------------------------------------------------------------------
Block #137
Seq_id	Strand	Start	End	Length
1	+	4091868	4153254	61387
2	+	2018569	2080962	62394
3	+	767790	831208	63419
4	-	2710100	2648724	61377
5	-	1318051	1256661	61391
6	+	1557995	1619372	61378
7	+	1569492	1630885	61394
8	-	1204304	1142900	61405
9	-	3089744	3028321	61424
10	-	2925746	2864386	61361
11	-	2636075	2574867	61209
12	+	1627415	1688819	61405
--------------------------------------------------------------------------------
Block #138
Seq_id	Strand	Start	End	Length
1	+	3295801	3310241	14441
2	+	2253494	2267917	14424
3	-	1738555	1724114	14442
4	-	1781729	1767287	14443
5	-	2212461	2198020	14442
6	-	2466593	2452152	14442
7	-	2463494	2449054	14441
8	+	2074503	2088944	14442
9	-	2242828	2228387	14442
10	-	1875216	1860775	14442
11	+	1070277	1084717	14441
12	+	2146911	2161352	14442
--------------------------------------------------------------------------------
Block #139
Seq_id	Strand	Start	End	Length
1	+	1916073	1920937	4865
2	+	4309372	4314145	4774
3	-	3275682	3270818	4865
4	-	3633876	3629012	4865
5	+	690485	695349	4865
6	-	3843232	3838368	4865
7	-	3833978	3829114	4865
8	-	3820075	3815211	4865
9	+	835237	840101	4865
10	+	764041	769109	5069
11	-	3702322	3697458	4865
12	-	3893865	3889001	4865
--------------------------------------------------------------------------------
Block #140
Seq_id	Strand	Start	End	Length
1	+	2597953	2617135	19183
2	-	3855554	3836595	18960
3	+	2635859	2655043	19185
4	+	3003360	3022543	19184
5	-	2820573	2801389	19185
6	+	3252997	3272181	19185
7	+	2938226	2957410	19185
8	-	3053182	3033997	19186
9	-	1465949	1446765	19185
10	-	1395850	1376666	19185
11	+	2554549	2573747	19199
12	-	3128208	3109023	19186
--------------------------------------------------------------------------------
Block #141
Seq_id	Strand	Start	End	Length
1	+	2713474	2791617	78144
2	-	3833694	3757144	76551
3	-	2737978	2659903	78076
4	+	3025444	3102202	76759
5	-	2796529	2718448	78082
6	-	3048934	2970819	78116
7	+	2962271	3039048	76778
8	-	3029137	2952381	76757
9	-	1443864	1367108	76757
10	-	1373765	1297033	76733
11	+	1747605	1824258	76654
12	-	3104163	3027402	76762
--------------------------------------------------------------------------------
Block #142
Seq_id	Strand	Start	End	Length
1	+	977497	984754	7258
2	+	4035960	4043212	7253
3	-	309739	302490	7250
4	-	260732	253465	7268
5	-	128332	121064	7269
6	-	127606	120321	7286
7	-	126567	119307	7261
8	-	126643	119368	7276
9	-	327229	319980	7250
10	+	4287239	4294489	7251
11	+	4357537	4364797	7261
12	-	126574	119307	7268
--------------------------------------------------------------------------------
Block #143
Seq_id	Strand	Start	End	Length
1	-	1806971	1760881	46091
2	+	1151384	1197779	46396
3	-	4216229	4169802	46428
4	+	4113167	4159475	46309
5	+	4323841	4370262	46422
6	+	3952335	3998764	46430
7	-	4073238	4026818	46421
8	+	3929178	3975598	46421
9	+	122107	168528	46422
10	+	3909023	3955331	46309
11	-	396850	350578	46273
12	-	4133133	4086704	46430
--------------------------------------------------------------------------------
Block #144
Seq_id	Strand	Start	End	Length
1	-	4167106	4156456	10651
2	-	1429242	1418592	10651
3	-	661826	651176	10651
4	-	1146420	1135770	10651
5	+	1137839	1148489	10651
6	-	1245090	1234441	10650
7	-	1236380	1225730	10651
8	+	1515231	1525881	10651
9	+	3389736	3400385	10650
10	+	3258784	3269434	10651
11	+	2947370	2958019	10650
12	-	1294287	1283637	10651
--------------------------------------------------------------------------------
Block #145
Seq_id	Strand	Start	End	Length
1	+	2945131	2949795	4665
2	-	1831343	1826679	4665
4	+	1575946	1580610	4665
5	-	2583359	2578695	4665
6	-	2817305	2812641	4665
7	-	2816778	2812114	4665
8	+	2792277	2796941	4665
9	+	1854865	1859529	4665
10	-	2379089	2374425	4665
11	-	2169513	2164849	4665
12	-	2769628	2764964	4665
--------------------------------------------------------------------------------
Block #146
Seq_id	Strand	Start	End	Length
1	-	1230914	1195287	35628
2	+	4426130	4461669	35540
3	+	4622022	4659704	37683
4	+	4407255	4442815	35561
5	+	3787687	3823282	35596
6	+	4528901	4564472	35572
7	+	4515812	4551463	35652
8	+	4501952	4537698	35747
9	+	4475688	4511259	35572
10	+	4204391	4240051	35661
11	+	4321452	4357018	35567
--------------------------------------------------------------------------------
Block #147
Seq_id	Strand	Start	End	Length
1	+	3358983	3371735	12753
2	+	2489067	2501804	12738
3	-	1675210	1662458	12753
4	+	2138655	2150823	12169
6	-	2403249	2390497	12753
7	-	2400150	2387398	12753
8	+	2137863	2150615	12753
9	+	2416944	2429112	12169
10	-	1811862	1799110	12753
11	+	1131564	1144317	12754
12	+	2210255	2223007	12753
--------------------------------------------------------------------------------
Block #148
Seq_id	Strand	Start	End	Length
1	+	3086204	3090272	4069
2	-	2686575	2682519	4057
3	-	1937394	1933326	4069
4	-	1978840	1974772	4069
5	-	2412740	2408672	4069
6	-	2676229	2672161	4069
7	+	1892242	1896310	4069
8	-	1888472	1884404	4069
10	-	2074682	2070614	4069
11	+	867323	871380	4058
12	+	1950167	1954235	4069
--------------------------------------------------------------------------------
Block #149
Seq_id	Strand	Start	End	Length
1	+	3621244	3628204	6961
3	-	1320909	1313948	6962
4	+	2397239	2404199	6961
5	+	1749245	1756205	6961
6	-	2039801	2032841	6961
7	-	2039168	2032209	6960
8	+	2499304	2506264	6961
9	+	2776915	2783875	6961
10	+	2612185	2619145	6961
11	+	1495814	1502774	6961
12	+	2470296	2477256	6961
--------------------------------------------------------------------------------
Block #150
Seq_id	Strand	Start	End	Length
1	+	443085	448929	5845
2	+	1105541	1111380	5840
3	+	3532675	3538519	5845
4	+	3825135	3830980	5846
5	-	3253597	3247753	5845
6	-	660765	654921	5845
7	-	656425	650580	5846
8	-	658612	652768	5845
9	+	3959774	3965618	5845
11	-	442721	436877	5845
12	-	714284	708440	5845
--------------------------------------------------------------------------------
Block #151
Seq_id	Strand	Start	End	Length
1	-	3382976	3371736	11241
2	+	2286798	2297442	10645
3	+	1651216	1662457	11242
4	-	2161938	2150824	11115
6	+	2379256	2390496	11241
7	+	2376157	2387397	11241
8	-	2161856	2150616	11241
9	-	2440227	2429113	11115
10	+	1787868	1799109	11242
11	-	1156282	1144754	11529
12	-	2234248	2223008	11241
--------------------------------------------------------------------------------
Block #152
Seq_id	Strand	Start	End	Length
1	+	1624652	1658582	33931
3	+	3787349	3821279	33931
4	-	4293755	4259824	33932
5	-	4505628	4471701	33928
6	+	4000717	4034414	33698
7	+	3892525	3926455	33931
8	-	4109889	4075960	33930
9	-	302820	268892	33929
10	-	4089642	4055712	33931
11	+	216335	250244	33910
12	+	3952411	3986341	33931
--------------------------------------------------------------------------------
Block #153
Seq_id	Strand	Start	End	Length
1	-	1668609	1660140	8470
3	-	4079494	4071010	8485
4	+	4249797	4258266	8470
5	+	4460350	4468820	8471
6	-	4044441	4035972	8470
7	-	3936497	3928013	8485
8	+	4065918	4074402	8485
9	+	258850	267334	8485
10	+	4045670	4054154	8485
11	-	260286	251802	8485
12	-	3996383	3987899	8485
--------------------------------------------------------------------------------
Block #154
Seq_id	Strand	Start	End	Length
1	-	3606503	3590102	16402
3	+	1335650	1352030	16381
4	-	2382498	2366098	16401
5	-	1734790	1718410	16381
6	+	2054542	2070943	16402
7	+	2054052	2070453	16402
8	-	2484562	2468161	16402
9	-	2762317	2745916	16402
10	-	2597444	2581043	16402
11	-	1481645	1465244	16402
12	-	2455555	2439153	16403
--------------------------------------------------------------------------------
Block #155
Seq_id	Strand	Start	End	Length
1	+	3391739	3396535	4797
2	-	2278376	2273580	4797
4	+	2170699	2175495	4797
5	-	2152375	2147577	4799
6	-	2370493	2365697	4797
7	-	2367394	2362599	4796
8	+	2170618	2175414	4797
9	+	2448990	2453786	4797
10	-	1779105	1774309	4797
11	+	1163722	1168518	4797
12	+	2243011	2247807	4797
--------------------------------------------------------------------------------
Block #156
Seq_id	Strand	Start	End	Length
1	-	3318335	3314310	4026
3	+	1716031	1720057	4027
4	-	2097834	2093808	4027
5	+	2191887	2195913	4027
6	+	2444069	2448095	4027
7	+	2440972	2444998	4027
8	-	2097026	2093001	4026
9	-	2376135	2372110	4026
11	-	1092172	1088147	4026
12	-	2169434	2165409	4026
--------------------------------------------------------------------------------
Block #157
Seq_id	Strand	Start	End	Length
1	-	3391738	3386576	5163
2	+	2278377	2283198	4822
4	-	2170698	2165538	5161
6	+	2370494	2375656	5163
7	+	2367395	2372557	5163
8	-	2170617	2165455	5163
9	-	2448989	2443827	5163
10	+	1779106	1784268	5163
11	-	1163721	1158559	5163
12	-	2243010	2237848	5163
--------------------------------------------------------------------------------
Block #158
Seq_id	Strand	Start	End	Length
1	+	4513116	4550626	37511
3	-	3738764	3700542	38223
4	+	508013	545525	37513
5	-	3861636	3823812	37825
6	-	1145928	1108418	37511
7	+	857054	894564	37511
8	+	859162	896674	37513
9	-	3774003	3736520	37484
10	+	3656693	3694213	37521
12	-	899842	862333	37510
--------------------------------------------------------------------------------
Block #159
Seq_id	Strand	Start	End	Length
1	+	4232562	4243385	10824
3	+	1223503	1234604	11102
4	+	1209912	1221012	11101
5	-	1074217	1063116	11102
6	+	1310546	1321342	10797
7	+	1301833	1312934	11102
8	-	1449874	1439052	10823
10	-	3195329	3184228	11102
11	-	2883064	2872241	10824
12	+	1359756	1370857	11102
--------------------------------------------------------------------------------
Block #160
Seq_id	Strand	Start	End	Length
1	-	294054	248349	45706
3	-	3786405	3740717	45689
4	-	800348	750513	49836
5	-	3911782	3861637	50146
6	+	811226	856932	45707
7	+	804995	855101	50107
8	+	807121	857209	50089
9	-	3825817	3775956	49862
10	+	3604878	3654740	49863
12	-	951927	901795	50133
--------------------------------------------------------------------------------
Block #161
Seq_id	Strand	Start	End	Length
1	+	2076846	2081152	4307
3	+	3167839	3172145	4307
4	-	3473017	3468540	4478
6	-	3682622	3678144	4479
7	-	3673224	3668918	4307
8	-	3659308	3654829	4480
9	+	996113	1000419	4307
10	+	925090	929118	4029
12	-	3733049	3728571	4479
--------------------------------------------------------------------------------
Block #162
Seq_id	Strand	Start	End	Length
1	-	305587	294994	10594
2	-	221849	211382	10468
3	-	3393135	3382653	10483
5	+	3387168	3397589	10422
6	+	799705	810286	10582
7	+	793485	804054	10570
8	+	795643	806181	10539
12	+	851305	861879	10575
--------------------------------------------------------------------------------
Block #163
Seq_id	Strand	Start	End	Length
2	+	2631769	2641561	9793
3	-	1521294	1511482	9813
5	-	1894344	1884533	9812
6	-	2236266	2226447	9820
7	-	2235840	2226015	9826
8	+	2302047	2311888	9842
9	+	2580540	2590351	9812
11	+	1298640	1308459	9820
--------------------------------------------------------------------------------
Block #164
Seq_id	Strand	Start	End	Length
2	-	2246627	2163628	83000
3	-	1506434	1419996	86439
5	-	1878162	1793661	84502
6	-	2221399	2136917	84483
7	-	2220967	2136485	84483
8	+	2316933	2401417	84485
9	+	2595399	2679881	84483
11	+	1313484	1399282	85799
--------------------------------------------------------------------------------
Block #165
Seq_id	Strand	Start	End	Length
3	-	1250098	1234605	15494
4	-	1236506	1221013	15494
5	+	1047622	1063115	15494
7	-	1328428	1312935	15494
10	+	3168734	3184227	15494
12	-	1386351	1370858	15494
--------------------------------------------------------------------------------
Block #166
Seq_id	Strand	Start	End	Length
1	-	2204823	2200823	4001
2	+	3606226	3610227	4002
6	+	3557144	3561144	4001
--------------------------------------------------------------------------------
Block #167
Seq_id	Strand	Start	End	Length
1	-	3208733	3199001	9733
6	+	2553679	2563411	9733
--------------------------------------------------------------------------------
Block #168
Seq_id	Strand	Start	End	Length
2	+	3542285	3549538	7254
11	+	3268349	3275726	7378
--------------------------------------------------------------------------------
